0,Episode 1,230.0
0,Episode 2,230.0
0,Episode 3,180.0
0,Episode 4,230.0
0,Episode 5,170.0
0,Episode 6,390.0
0,Episode 7,260.0
0,Episode 8,290.0
0,Episode 9,230.0
0,Episode 10,220.0
0,Episode 11,230.0
0,Episode 12,140.0
0,Episode 13,170.0
0,Episode 14,1820.0
0,Episode 15,200.0
0,Episode 16,330.0
0,Episode 17,280.0
0,Episode 18,210.0
0,Episode 19,200.0
0,Episode 20,200.0
0,Episode 21,170.0
0,Episode 22,190.0
0,Episode 23,190.0
0,Episode 24,390.0
0,Episode 25,540.0
0,Episode 26,420.0
0,Episode 27,190.0
0,Episode 28,220.0
0,Episode 29,270.0
0,Episode 30,200.0
0,Episode 31,290.0
0,Episode 32,200.0
0,Episode 33,270.0
0,Episode 34,170.0
0,Episode 35,210.0
0,Episode 36,260.0
0,Episode 37,190.0
0,Episode 38,190.0
0,Episode 39,310.0
0,Episode 40,180.0
0,Episode 41,370.0
0,Episode 42,210.0
0,Episode 43,340.0
0,Episode 44,260.0
0,Episode 45,160.0
0,Episode 46,200.0
0,Episode 47,240.0
0,Episode 48,290.0
0,Episode 49,140.0
0,Episode 50,280.0
0,Episode 51,350.0
0,Episode 52,240.0
0,Episode 53,230.0
0,Episode 54,160.0
0,Episode 55,290.0
0,Episode 56,320.0
0,Episode 57,240.0
0,Episode 58,290.0
0,Episode 59,180.0
0,Episode 60,270.0
0,Episode 61,180.0
0,Episode 62,220.0
0,Episode 63,1170.0
0,Episode 64,220.0
0,Episode 65,240.0
0,Episode 66,320.0
0,Episode 67,230.0
0,Episode 68,150.0
0,Episode 69,170.0
0,Episode 70,160.0
0,Episode 71,160.0
0,Episode 72,230.0
0,Episode 73,1960.0
0,Episode 74,450.0
0,Episode 75,210.0
0,Episode 76,270.0
0,Episode 77,390.0
0,Episode 78,270.0
0,Episode 79,240.0
0,Episode 80,210.0
0,Episode 81,200.0
0,Episode 82,180.0
0,Episode 83,190.0
0,Episode 84,260.0
0,Episode 85,210.0
0,Episode 86,210.0
0,Episode 87,240.0
0,Episode 88,170.0
0,Episode 89,240.0
0,Episode 90,470.0
0,Episode 91,580.0
0,Episode 92,200.0
0,Episode 93,260.0
0,Episode 94,290.0
0,Episode 95,180.0
0,Episode 96,210.0
0,Episode 97,130.0
0,Episode 98,190.0
0,Episode 99,140.0
0,Episode 100,80.0
0,Episode 101,220.0
0,Episode 102,270.0
0,Episode 103,350.0
0,Episode 104,250.0
0,Episode 105,690.0
0,Episode 106,250.0
0,Episode 107,330.0
0,Episode 108,250.0
0,Episode 109,280.0
0,Episode 110,180.0
0,Episode 111,210.0
0,Episode 112,200.0
0,Episode 113,270.0
0,Episode 114,240.0
0,Episode 115,190.0
0,Episode 116,180.0
0,Episode 117,260.0
0,Episode 118,230.0
0,Episode 119,200.0
0,Episode 120,460.0
0,Episode 121,160.0
0,Episode 122,160.0
0,Episode 123,210.0
0,Episode 124,820.0
0,Episode 125,360.0
0,Episode 126,230.0
0,Episode 127,270.0
0,Episode 128,390.0
0,Episode 129,1270.0
0,Episode 130,240.0
0,Episode 131,190.0
0,Episode 132,160.0
0,Episode 133,170.0
0,Episode 134,450.0
0,Episode 135,220.0
0,Episode 136,150.0
0,Episode 137,290.0
0,Episode 138,460.0
0,Episode 139,200.0
0,Episode 140,300.0
0,Episode 141,230.0
0,Episode 142,270.0
0,Episode 143,230.0
0,Episode 144,270.0
0,Episode 145,180.0
0,Episode 146,230.0
0,Episode 147,170.0
0,Episode 148,100.0
0,Episode 149,150.0
0,Episode 150,180.0
0,Episode 151,260.0
0,Episode 152,230.0
0,Episode 153,230.0
0,Episode 154,290.0
0,Episode 155,340.0
0,Episode 156,160.0
0,Episode 157,290.0
0,Episode 158,300.0
0,Episode 159,190.0
0,Episode 160,280.0
0,Episode 161,280.0
0,Episode 162,370.0
0,Episode 163,180.0
0,Episode 164,310.0
0,Episode 165,300.0
0,Episode 166,200.0
0,Episode 167,160.0
0,Episode 168,200.0
0,Episode 169,230.0
0,Episode 170,230.0
0,Episode 171,120.0
0,Episode 172,290.0
0,Episode 173,210.0
0,Episode 174,230.0
0,Episode 175,130.0
0,Episode 176,150.0
0,Episode 177,190.0
0,Episode 178,290.0
0,Episode 179,250.0
0,Episode 180,240.0
0,Episode 181,300.0
0,Episode 182,240.0
0,Episode 183,360.0
0,Episode 184,280.0
0,Episode 185,170.0
0,Episode 186,200.0
0,Episode 187,230.0
0,Episode 188,200.0
0,Episode 189,520.0
0,Episode 190,460.0
0,Episode 191,220.0
0,Episode 192,320.0
0,Episode 193,210.0
0,Episode 194,1050.0
0,Episode 195,160.0
0,Episode 196,240.0
0,Episode 197,180.0
0,Episode 198,300.0
0,Episode 199,390.0
0,Episode 200,280.0
0,Episode 201,200.0
0,Episode 202,160.0
0,Episode 203,250.0
0,Episode 204,260.0
0,Episode 205,270.0
0,Episode 206,300.0
0,Episode 207,250.0
0,Episode 208,300.0
0,Episode 209,220.0
0,Episode 210,530.0
0,Episode 211,260.0
0,Episode 212,280.0
0,Episode 213,300.0
0,Episode 214,230.0
0,Episode 215,330.0
0,Episode 216,240.0
0,Episode 217,160.0
0,Episode 218,190.0
0,Episode 219,130.0
0,Episode 220,250.0
0,Episode 221,300.0
0,Episode 222,180.0
0,Episode 223,180.0
0,Episode 224,220.0
0,Episode 225,160.0
0,Episode 226,230.0
0,Episode 227,160.0
0,Episode 228,230.0
0,Episode 229,260.0
0,Episode 230,170.0
0,Episode 231,280.0
0,Episode 232,790.0
0,Episode 233,130.0
0,Episode 234,270.0
0,Episode 235,130.0
0,Episode 236,270.0
0,Episode 237,190.0
0,Episode 238,240.0
0,Episode 239,440.0
0,Episode 240,410.0
0,Episode 241,290.0
0,Episode 242,230.0
0,Episode 243,760.0
0,Episode 244,230.0
0,Episode 245,590.0
0,Episode 246,260.0
0,Episode 247,320.0
0,Episode 248,160.0
0,Episode 249,160.0
0,Episode 250,270.0
0,Episode 251,180.0
0,Episode 252,330.0
0,Episode 253,160.0
0,Episode 254,140.0
0,Episode 255,290.0
0,Episode 256,270.0
0,Episode 257,370.0
0,Episode 258,180.0
0,Episode 259,150.0
0,Episode 260,240.0
0,Episode 261,350.0
0,Episode 262,380.0
0,Episode 263,300.0
0,Episode 264,380.0
0,Episode 265,360.0
0,Episode 266,250.0
0,Episode 267,270.0
0,Episode 268,320.0
0,Episode 269,270.0
0,Episode 270,260.0
0,Episode 271,200.0
0,Episode 272,240.0
0,Episode 273,750.0
0,Episode 274,300.0
0,Episode 275,240.0
0,Episode 276,630.0
0,Episode 277,210.0
0,Episode 278,270.0
0,Episode 279,130.0
0,Episode 280,170.0
0,Episode 281,470.0
0,Episode 282,70.0
0,Episode 283,220.0
0,Episode 284,360.0
0,Episode 285,150.0
0,Episode 286,110.0
0,Episode 287,130.0
0,Episode 288,250.0
0,Episode 289,180.0
0,Episode 290,220.0
0,Episode 291,2170.0
0,Episode 292,290.0
0,Episode 293,610.0
0,Episode 294,290.0
0,Episode 295,120.0
0,Episode 296,350.0
0,Episode 297,480.0
0,Episode 298,260.0
0,Episode 299,220.0
0,Episode 300,220.0
0,Episode 301,240.0
0,Episode 302,680.0
0,Episode 303,280.0
0,Episode 304,200.0
0,Episode 305,270.0
0,Episode 306,300.0
0,Episode 307,290.0
0,Episode 308,390.0
0,Episode 309,280.0
0,Episode 310,300.0
0,Episode 311,150.0
0,Episode 312,540.0
0,Episode 313,400.0
0,Episode 314,260.0
0,Episode 315,300.0
0,Episode 316,290.0
0,Episode 317,220.0
0,Episode 318,210.0
0,Episode 319,210.0
0,Episode 320,290.0
0,Episode 321,280.0
0,Episode 322,340.0
0,Episode 323,290.0
0,Episode 324,210.0
0,Episode 325,420.0
0,Episode 326,470.0
0,Episode 327,330.0
0,Episode 328,170.0
0,Episode 329,440.0
0,Episode 330,130.0
0,Episode 331,230.0
0,Episode 332,220.0
0,Episode 333,270.0
0,Episode 334,250.0
0,Episode 335,1040.0
0,Episode 336,310.0
0,Episode 337,160.0
0,Episode 338,80.0
0,Episode 339,230.0
0,Episode 340,250.0
0,Episode 341,420.0
0,Episode 342,370.0
0,Episode 343,400.0
0,Episode 344,460.0
0,Episode 345,270.0
0,Episode 346,240.0
0,Episode 347,160.0
0,Episode 348,2000.0
0,Episode 349,470.0
0,Episode 350,300.0
0,Episode 351,420.0
0,Episode 352,310.0
0,Episode 353,690.0
0,Episode 354,330.0
0,Episode 355,170.0
0,Episode 356,950.0
0,Episode 357,420.0
0,Episode 358,400.0
0,Episode 359,370.0
0,Episode 360,90.0
0,Episode 361,230.0
0,Episode 362,210.0
0,Episode 363,220.0
0,Episode 364,150.0
0,Episode 365,140.0
0,Episode 366,120.0
0,Episode 367,160.0
0,Episode 368,1850.0
0,Episode 369,310.0
0,Episode 370,200.0
0,Episode 371,260.0
0,Episode 372,240.0
0,Episode 373,240.0
0,Episode 374,220.0
0,Episode 375,300.0
0,Episode 376,240.0
0,Episode 377,330.0
0,Episode 378,310.0
0,Episode 379,300.0
0,Episode 380,360.0
0,Episode 381,230.0
0,Episode 382,280.0
0,Episode 383,670.0
0,Episode 384,290.0
0,Episode 385,280.0
0,Episode 386,230.0
0,Episode 387,220.0
0,Episode 388,380.0
0,Episode 389,250.0
0,Episode 390,300.0
0,Episode 391,260.0
0,Episode 392,140.0
0,Episode 393,210.0
0,Episode 394,280.0
0,Episode 395,180.0
0,Episode 396,290.0
0,Episode 397,520.0
0,Episode 398,410.0
0,Episode 399,290.0
0,Episode 400,230.0
0,Episode 401,270.0
0,Episode 402,270.0
0,Episode 403,300.0
0,Episode 404,260.0
0,Episode 405,350.0
0,Episode 406,150.0
0,Episode 407,310.0
0,Episode 408,270.0
0,Episode 409,210.0
0,Episode 410,620.0
0,Episode 411,210.0
0,Episode 412,140.0
0,Episode 413,220.0
0,Episode 414,160.0
0,Episode 415,80.0
0,Episode 416,260.0
0,Episode 417,350.0
0,Episode 418,260.0
0,Episode 419,250.0
0,Episode 420,450.0
0,Episode 421,180.0
0,Episode 422,270.0
0,Episode 423,90.0
0,Episode 424,530.0
0,Episode 425,230.0
0,Episode 426,120.0
0,Episode 427,380.0
0,Episode 428,90.0
0,Episode 429,60.0
0,Episode 430,330.0
0,Episode 431,170.0
0,Episode 432,250.0
0,Episode 433,140.0
0,Episode 434,650.0
0,Episode 435,210.0
0,Episode 436,250.0
0,Episode 437,230.0
0,Episode 438,170.0
0,Episode 439,1480.0
0,Episode 440,270.0
0,Episode 441,240.0
0,Episode 442,230.0
0,Episode 443,260.0
0,Episode 444,680.0
0,Episode 445,780.0
0,Episode 446,150.0
0,Episode 447,130.0
0,Episode 448,160.0
0,Episode 449,220.0
0,Episode 450,160.0
0,Episode 451,300.0
0,Episode 452,310.0
0,Episode 453,270.0
0,Episode 454,290.0
0,Episode 455,350.0
0,Episode 456,630.0
0,Episode 457,670.0
0,Episode 458,280.0
0,Episode 459,350.0
0,Episode 460,210.0
0,Episode 461,90.0
0,Episode 462,330.0
0,Episode 463,160.0
0,Episode 464,460.0
0,Episode 465,310.0
0,Episode 466,270.0
0,Episode 467,190.0
0,Episode 468,90.0
0,Episode 469,370.0
0,Episode 470,230.0
0,Episode 471,220.0
0,Episode 472,270.0
0,Episode 473,200.0
0,Episode 474,290.0
0,Episode 475,1160.0
0,Episode 476,190.0
0,Episode 477,460.0
0,Episode 478,250.0
0,Episode 479,270.0
0,Episode 480,200.0
0,Episode 481,310.0
0,Episode 482,130.0
0,Episode 483,400.0
0,Episode 484,240.0
0,Episode 485,180.0
0,Episode 486,210.0
0,Episode 487,200.0
0,Episode 488,260.0
0,Episode 489,320.0
0,Episode 490,130.0
0,Episode 491,280.0
0,Episode 492,560.0
0,Episode 493,160.0
0,Episode 494,250.0
0,Episode 495,740.0
0,Episode 496,500.0
0,Episode 497,60.0
0,Episode 498,200.0
0,Episode 499,300.0
0,Episode 500,320.0
0,Episode 501,290.0
0,Episode 502,480.0
0,Episode 503,330.0
0,Episode 504,250.0
0,Episode 505,500.0
0,Episode 506,250.0
0,Episode 507,240.0
0,Episode 508,270.0
0,Episode 509,440.0
0,Episode 510,320.0
0,Episode 511,440.0
0,Episode 512,240.0
0,Episode 513,300.0
0,Episode 514,250.0
0,Episode 515,180.0
0,Episode 516,200.0
0,Episode 517,110.0
0,Episode 518,370.0
0,Episode 519,250.0
0,Episode 520,620.0
0,Episode 521,320.0
0,Episode 522,280.0
0,Episode 523,160.0
0,Episode 524,200.0
0,Episode 525,200.0
0,Episode 526,340.0
0,Episode 527,400.0
0,Episode 528,280.0
0,Episode 529,140.0
0,Episode 530,310.0
0,Episode 531,110.0
0,Episode 532,180.0
0,Episode 533,420.0
0,Episode 534,190.0
0,Episode 535,220.0
0,Episode 536,270.0
0,Episode 537,120.0
0,Episode 538,320.0
0,Episode 539,1070.0
0,Episode 540,230.0
0,Episode 541,780.0
0,Episode 542,350.0
0,Episode 543,300.0
